teacherid,year,mathscore,numaides,treatment,schoolid,grade,yr1_treatment
40155,2004,1036.2903,2,0,22,4,0
40156,2004,1105.4667,2,1,22,4,2006
40157,2004,1217.84,2,1,22,4,2004
40158,2004,1201.75,2,0,23,4,0
40159,2004,1054.0968,2,1,23,4,2006
40160,2004,1088.6923,2,0,23,4,0
40161,2004,1153.4399,2,1,23,4,2010
40162,2004,1173.7097,2,1,24,4,2007
40163,2004,1054.3226,2,0,24,4,0
40164,2004,1235.12,2,1,24,4,2008
40165,2004,1079.6154,2,1,24,4,2004
40166,2004,1159.0385,2,0,24,4,0
40167,2004,1217.3636,2,1,24,4,2008
40168,2004,1154.75,2,0,24,4,0
40169,2004,1171.963,2,0,25,4,0
40170,2004,1130.2581,2,0,25,4,0
40171,2004,1187.5483,2,1,25,4,2008
40172,2004,1151.2813,2,0,25,4,0
40173,2004,1062.6897,2,0,26,4,0
40174,2004,1170.7273,2,0,26,4,0
40175,2004,1090.826,2,0,26,4,0
40176,2004,1170.7667,2,0,26,4,0
40177,2004,1122.72,2,0,26,4,0
40178,2004,1148.5667,2,0,26,4,0
40179,2004,1177.9667,2,1,27,4,2005
40180,2004,1105.0869,2,1,27,4,2005
40181,2004,1192.6801,2,1,27,4,2005
40182,2004,1066.3334,2,0,27,4,0
40183,2004,1041.24,2,0,27,4,0
40184,2004,1150.2609,2,0,27,4,0
40185,2004,1106.0313,2,0,28,4,0
40186,2004,1108.174,2,1,28,4,2011
40187,2004,1151.4482,2,0,28,4,0
40188,2004,1067.3,2,1,28,4,2008
40189,2004,1063.7727,2,1,28,4,2007
40190,2004,1090.0968,2,0,28,4,0
40191,2004,1029.4166,2,1,29,4,2011
40192,2004,1164.8334,2,1,29,4,2006
40193,2004,1228,2,1,29,4,2008
40194,2004,1151.4231,2,1,29,4,2004
40195,2004,1071.2258,2,1,29,4,2010
40196,2004,1238.5927,2,1,29,4,2005
40197,2004,1178.0968,2,0,29,4,0
40198,2004,1096.5909,2,0,30,4,0
40199,2004,1163.7931,2,0,30,4,0
40200,2004,1078.931,2,1,30,4,2009
40201,2004,1187.1111,2,0,30,4,0
40202,2004,1197.6,2,0,31,4,0
40203,2004,1197.7142,2,0,31,4,0
40204,2004,1211.6538,2,0,31,4,0
40205,2004,1039.88,2,0,31,4,0
40206,2004,1110.0646,2,1,31,4,2012
40207,2004,1036.6,2,0,31,4,0
40208,2004,1016.625,2,0,32,4,0
40209,2004,1127.3793,2,0,32,4,0
40210,2004,1136.619,2,1,32,4,2005
40211,2004,1207.5385,2,1,32,4,2004
40212,2004,1077.4667,2,1,32,4,2006
40213,2004,1056.6522,2,1,32,4,2008
40214,2004,1118.8966,2,1,32,4,2010
40215,2004,1140.3793,2,0,33,4,0
40216,2004,1027.5186,2,1,33,4,2010
40217,2004,1049.1852,2,0,33,4,0
40218,2004,999,2,1,33,4,2004
40219,2004,1094.9688,2,1,33,4,2006
40220,2004,1099.1034,2,0,34,4,0
40221,2004,1049.4482,2,0,34,4,0
40222,2004,1110.7333,2,0,34,4,0
40223,2004,1048.6666,2,0,34,4,0
40224,2004,1106.2273,2,0,34,4,0
40225,2004,1047.4642,2,0,34,4,0
40226,2004,1100,2,0,35,4,0
40227,2004,1247.7727,2,0,35,4,0
40228,2004,1087.7188,2,0,35,4,0
40229,2004,1178,2,0,35,4,0
40230,2004,1149.0909,2,1,35,4,2006
40231,2004,1168.3793,2,0,35,4,0
40232,2004,1182.2858,2,1,35,4,2007
40233,2004,1164.2581,2,1,36,4,2006
40234,2004,1127.3928,2,1,36,4,2005
40235,2004,1173.9678,2,0,36,4,0
40236,2004,1116.6428,2,1,36,4,2010
40237,2004,973.4762,2,1,36,4,2004
40238,2004,1196.5834,2,1,36,4,2004
40239,2004,1068.8387,2,0,37,4,0
40240,2004,1112.8438,2,0,37,4,0
40241,2004,1029.9354,2,0,37,4,0
40242,2004,1078.5927,2,0,37,4,0
40243,2004,1072.1852,2,0,37,4,0
40244,2004,1104.9048,2,0,37,4,0
40245,2004,1085.8148,2,0,38,4,0
40246,2004,1034.5483,2,0,38,4,0
40247,2004,1039.7142,2,0,38,4,0
40248,2004,1081.9333,2,1,38,4,2011
40249,2004,1112.1538,2,0,38,4,0
40250,2004,1044.76,2,1,38,4,2005
40251,2004,1129.9546,2,1,38,4,2007
40252,2004,1109.2222,2,1,39,4,2008
40253,2004,1117.1034,2,0,39,4,0
40254,2004,1185.0909,2,1,39,4,2005
40255,2004,1118.9678,2,1,39,4,2009
40256,2004,1126.6364,2,1,39,4,2011
40257,2004,1155.96,2,0,39,4,0
40258,2004,1140.9546,2,0,40,4,0
40259,2004,1095.3667,2,0,40,4,0
40260,2004,929.09521,2,0,40,4,0
40261,2004,1163.6538,2,1,40,4,2006
40262,2004,1224.8387,2,1,40,4,2005
40263,2004,1241.0625,2,1,40,4,2010
40264,2004,1020.875,2,0,41,4,0
40265,2004,1057.1111,2,1,41,4,2004
40266,2004,1009.4138,2,0,41,4,0
40267,2004,1157.0322,2,1,41,4,2012
40268,2004,942.13043,2,0,41,4,0
40269,2004,1105.2813,2,0,41,4,0
40270,2004,1039.6538,2,1,41,4,2011
40271,2004,1149.2593,2,1,42,4,2009
40272,2004,1088.3214,2,0,42,4,0
40273,2004,1151.8518,2,0,42,4,0
40274,2004,1156.5313,2,1,42,4,2012
40275,2004,1182.6296,2,1,43,4,2006
40276,2004,1059.9091,2,0,43,4,0
40277,2004,1237.5625,2,0,43,4,0
40278,2004,1240.3334,2,1,43,4,2005
40279,2004,1179.8214,2,1,43,4,2006
40280,2004,1045.9667,2,1,43,4,2005
40281,2004,1106.6,2,0,43,4,0
40282,2004,1176.4166,2,0,44,4,0
40283,2004,1216.4166,2,1,44,4,2007
40284,2004,1133.2,2,1,44,4,2004
40285,2004,1120.6818,2,1,44,4,2008
40286,2004,1194.5769,2,1,44,4,2006
50001,2004,1205.9584,2,1,1,5,2008
50002,2004,1061.2858,2,1,2,5,2011
50003,2004,1059.4517,2,0,3,5,0
50004,2004,1086.7778,2,1,4,5,2005
50005,2004,1137.1666,2,1,5,5,2005
50006,2004,1024.1666,2,0,6,5,0
50007,2004,1061.8334,2,0,7,5,0
50008,2004,1124.2,2,0,8,5,0
50009,2004,1214.4,2,1,9,5,2012
50010,2004,1004.2609,2,1,10,5,2008
50011,2004,1174.5,2,1,11,5,2007
50012,2004,1140.5555,2,1,12,5,2011
50013,2004,1098.2858,2,1,13,5,2005
50014,2004,1227.1482,2,1,14,5,2006
50015,2004,1104.0769,2,1,15,5,2009
50016,2004,1142.625,2,1,16,5,2011
50017,2004,939.66669,2,0,17,5,0
50018,2004,1075,2,1,18,5,2004
50019,2004,1136.3334,2,0,19,5,0
50020,2004,1084.9546,2,1,20,5,2008
50021,2004,1126.3334,2,0,21,5,0
50022,2004,1173.2581,2,0,22,5,0
50023,2004,1159.3667,2,1,23,5,2004
50024,2004,1117.375,2,1,24,5,2004
50025,2004,1235.75,2,1,25,5,2008
50026,2004,1182.8125,2,1,26,5,2010
50027,2004,1096.931,2,1,27,5,2009
50028,2004,1153.7333,2,1,28,5,2012
50029,2004,1152.5714,2,0,29,5,0
50030,2004,1115.6552,2,1,30,5,2012
50031,2004,1301.3914,2,1,31,5,2009
50032,2004,1157.7813,2,0,32,5,0
50033,2004,1110.2593,2,0,33,5,0
50034,2004,1121.4375,2,1,34,5,2004
50035,2004,1156.174,2,1,35,5,2008
50036,2004,1017.2188,2,0,36,5,0
50037,2004,1155.4399,2,0,37,5,0
50038,2004,1134.4,2,1,38,5,2012
50039,2004,1207.9166,2,0,39,5,0
50040,2004,1091.5927,2,0,40,5,0
50041,2004,1222.9524,2,1,41,5,2004
50042,2004,1278.6333,2,1,42,5,2004
50043,2004,990.4516,2,0,43,5,0
50044,2004,1125.7391,2,1,44,5,2005
50045,2004,1192.0909,2,1,1,5,2012
50046,2004,1049.2307,2,1,1,5,2011
50047,2004,1126.5927,2,1,1,5,2010
50048,2004,1171.3077,2,1,1,5,2012
50049,2004,1135.7826,2,1,1,5,2008
50050,2004,1131.5358,2,1,2,5,2009
50051,2004,1076.1818,2,1,2,5,2010
50052,2004,1138.5,2,0,2,5,0
50053,2004,980.07141,2,1,2,5,2005
50054,2004,1076.8334,2,1,2,5,2009
50055,2004,974.79169,2,0,3,5,0
50056,2004,920.03845,2,1,3,5,2007
50057,2004,1025.3636,2,0,3,5,0
50058,2004,1152.6563,2,1,3,5,2012
50059,2004,1067.4615,2,1,3,5,2011
50060,2004,1072.8148,2,0,3,5,0
50061,2004,1187.4615,2,0,3,5,0
50062,2004,1166.3871,2,1,4,5,2012
50063,2004,1127.6129,2,1,4,5,2006
50064,2004,1118.72,2,1,4,5,2006
50065,2004,1084.4,2,0,4,5,0
50066,2004,1098.1,2,0,4,5,0
50067,2004,1205.6786,2,0,4,5,0
50068,2004,1158.2174,2,0,5,5,0
50069,2004,1159.2609,2,1,5,5,2006
50070,2004,1162.0333,2,1,5,5,2012
50071,2004,1239.0625,2,0,5,5,0
50072,2004,1096.3478,2,1,5,5,2009
50073,2004,950.86365,2,0,5,5,0
50074,2004,1133.2258,2,0,5,5,0
50075,2004,1162.5555,2,0,6,5,0
50076,2004,1031.6801,2,0,6,5,0
50077,2004,1171.9166,2,1,6,5,2007
50078,2004,1152.5,2,1,6,5,2009
50079,2004,1057.4445,2,0,7,5,0
50080,2004,999.5,2,0,7,5,0
50081,2004,1078.75,2,1,7,5,2011
50082,2004,1042.2667,2,0,7,5,0
50083,2004,1201.0385,2,1,7,5,2004
50084,2004,1070.4,2,1,7,5,2012
50085,2004,1034.36,2,1,8,5,2009
50086,2004,1089.8125,2,0,8,5,0
50087,2004,1207.16,2,0,8,5,0
50088,2004,1116.08,2,1,8,5,2008
50089,2004,1233.7667,2,0,9,5,0
50090,2004,1126.619,2,1,9,5,2008
50091,2004,1083.08,2,0,9,5,0
50092,2004,1124.2759,2,1,9,5,2011
50093,2004,1190.0952,2,0,10,5,0
50094,2004,1066.4399,2,1,10,5,2009
50095,2004,983.31818,2,0,10,5,0
50096,2004,1067.0741,2,1,10,5,2010
50097,2004,1157.72,2,1,11,5,2012
50098,2004,1140.5927,2,1,11,5,2004
50099,2004,1202.2,2,0,11,5,0
50100,2004,1232.5454,2,1,11,5,2007
50101,2004,1111.28,2,0,12,5,0
50102,2004,1142.2307,2,1,12,5,2006
50103,2004,1282.8572,2,0,12,5,0
50104,2004,1148.12,2,0,12,5,0
50105,2004,1154.8928,2,1,12,5,2004
50106,2004,1164.25,2,0,12,5,0
50107,2004,983.28571,2,1,13,5,2006
50108,2004,1148.9032,2,0,13,5,0
50109,2004,1146.2,2,1,13,5,2011
50110,2004,1145.4073,2,0,13,5,0
50111,2004,1122.7931,2,0,14,5,0
50112,2004,1136.8,2,0,14,5,0
50113,2004,1063.9091,2,0,14,5,0
50114,2004,1189.9546,2,1,14,5,2005
50115,2004,1224.4166,2,1,14,5,2008
50116,2004,1200.8077,2,1,14,5,2008
50117,2004,1218.4231,2,0,14,5,0
50118,2004,1151.1923,2,0,15,5,0
50119,2004,976.17389,2,0,15,5,0
50120,2004,1225.8462,2,0,15,5,0
50121,2004,1143.5217,2,0,15,5,0
50122,2004,976.15997,2,0,15,5,0
50123,2004,1110.8667,2,1,15,5,2012
50124,2004,1046.2258,2,0,16,5,0
50125,2004,1154.4286,2,1,16,5,2005
50126,2004,1132.4839,2,1,16,5,2007
50127,2004,1055.72,2,0,16,5,0
50128,2004,1164.8572,2,1,16,5,2008
50129,2004,1148.5769,2,0,17,5,0
50130,2004,1089.7273,2,0,17,5,0
50131,2004,1237.2581,2,1,17,5,2007
50132,2004,1220.0385,2,1,17,5,2012
50133,2004,1131.2413,2,1,17,5,2008
50134,2004,1073.5358,2,0,18,5,0
50135,2004,1285,2,1,18,5,2010
50136,2004,1074.7778,2,1,18,5,2004
50137,2004,1247.08,2,1,18,5,2005
50138,2004,1155.7693,2,0,18,5,0
50139,2004,1057.5416,2,1,18,5,2005
50140,2004,1144.3448,2,0,19,5,0
50141,2004,1212.08,2,1,19,5,2011
50142,2004,1228.9286,2,1,19,5,2006
50143,2004,1130.6,2,0,19,5,0
50144,2004,1113.0416,2,1,19,5,2010
50145,2004,1142.375,2,0,20,5,0
50146,2004,1197.7188,2,0,20,5,0
50147,2004,1169.762,2,0,20,5,0
50148,2004,1133.5862,2,1,20,5,2005
50149,2004,1159.4688,2,1,20,5,2009
50150,2004,1088.76,2,1,20,5,2008
50151,2004,1236.2174,2,1,21,5,2007
50152,2004,1081.4348,2,1,21,5,2008
50153,2004,1141.1666,2,0,21,5,0
50154,2004,1086.931,2,1,21,5,2007
50155,2004,1179.2258,2,1,21,5,2008
50156,2004,1081,2,1,22,5,2012
50157,2004,1158.3549,2,1,22,5,2008
50158,2004,1112.0869,2,0,22,5,0
50159,2004,1172.8695,2,0,22,5,0
50160,2004,1061.1613,2,1,22,5,2011
50161,2004,1157.36,2,1,22,5,2012
50162,2004,1149.0476,2,1,22,5,2008
50163,2004,1174.0358,2,0,23,5,0
50164,2004,1128.4546,2,0,23,5,0
50165,2004,1227.9166,2,1,23,5,2007
50166,2004,1131.5217,2,0,23,5,0
50167,2004,1100.619,2,0,23,5,0
50168,2004,1114.9688,2,1,23,5,2010
50169,2004,1072.25,2,0,24,5,0
50170,2004,1070.2581,2,0,24,5,0
50171,2004,1120.8334,2,0,24,5,0
50172,2004,1102.5161,2,0,24,5,0
50173,2004,1171.963,2,1,25,5,2006
50174,2004,1091.7826,2,0,25,5,0
50175,2004,1107.3928,2,0,25,5,0
50176,2004,1110.9524,2,0,25,5,0
50177,2004,1098.5416,2,0,25,5,0
50178,2004,1120.3334,2,1,25,5,2005
50179,2004,1320.4546,2,0,25,5,0
50180,2004,1140.826,2,1,26,5,2005
50181,2004,1117.4,2,1,26,5,2006
50182,2004,1115.8572,2,0,26,5,0
50183,2004,1066.3478,2,0,26,5,0
50184,2004,1024.8125,2,0,26,5,0
50185,2004,1081.64,2,0,26,5,0
50186,2004,1119.5518,2,1,27,5,2007
50187,2004,1045.7391,2,0,27,5,0
50188,2004,1002.4348,2,1,27,5,2004
50189,2004,1110.4517,2,1,27,5,2012
50190,2004,1158.4286,2,0,28,5,0
50191,2004,1025.8334,2,1,28,5,2012
50192,2004,1100.1936,2,0,28,5,0
50193,2004,1081.5454,2,1,28,5,2007
50194,2004,1126.6364,2,0,28,5,0
50195,2004,1174.8182,2,1,29,5,2007
50196,2004,1184.6563,2,1,29,5,2006
50197,2004,1042.0769,2,1,29,5,2008
50198,2004,1078.0322,2,0,29,5,0
50199,2004,1097.0714,2,0,30,5,0
50200,2004,1125.4348,2,1,30,5,2012
50201,2004,1062.5834,2,1,30,5,2008
50202,2004,1111.9091,2,0,30,5,0
50203,2004,1058.4193,2,0,31,5,0
50204,2004,1190.3199,2,1,31,5,2008
50205,2004,1145.5172,2,0,31,5,0
50206,2004,1158.875,2,1,31,5,2007
50207,2004,1153.4667,2,1,31,5,2010
50208,2004,1125.125,2,1,31,5,2006
50209,2004,1156.3914,2,0,32,5,0
50210,2004,1247.2903,2,0,32,5,0
50211,2004,982.53845,2,0,32,5,0
50212,2004,966.0625,2,1,32,5,2012
50213,2004,1087.2188,2,0,32,5,0
50214,2004,1156.24,2,1,32,5,2008
50215,2004,1134.24,2,0,33,5,0
50216,2004,1136.25,2,1,33,5,2009
50217,2004,1028.7826,2,0,33,5,0
50218,2004,1062.1333,2,1,33,5,2006
50219,2004,1102.8462,2,0,33,5,0
50220,2004,1036.5555,2,1,33,5,2006
50221,2004,1091.7587,2,0,33,5,0
50222,2004,1089.2903,2,0,34,5,0
50223,2004,1101.5416,2,1,34,5,2007
50224,2004,1203.2727,2,1,34,5,2011
50225,2004,1191.5313,2,0,34,5,0
50226,2004,1189.3914,2,0,34,5,0
50227,2004,1123.6364,2,1,35,5,2012
50228,2004,1112.3462,2,1,35,5,2011
50229,2004,1120.9259,2,0,35,5,0
50230,2004,1221.7693,2,0,35,5,0
50231,2004,977.90479,2,0,36,5,0
50232,2004,1102.72,2,1,36,5,2006
50233,2004,1123.5834,2,0,36,5,0
50234,2004,1153.8846,2,0,36,5,0
50235,2004,1126.12,2,1,37,5,2008
50236,2004,1213,2,0,37,5,0
50237,2004,1139.9,2,0,37,5,0
50238,2004,1101.5714,2,0,37,5,0
50239,2004,1218.1923,2,0,37,5,0
50240,2004,1010.4231,2,0,37,5,0
50241,2004,1144.6774,2,0,37,5,0
50242,2004,1218.2142,2,1,38,5,2009
50243,2004,987.73077,2,0,38,5,0
50244,2004,1072.625,3,1,38,5,2008
50245,2004,1025.8695,2,1,38,5,2006
50246,2004,1239.3334,2,1,38,5,2011
50247,2004,1175.5483,2,1,38,5,2006
50248,2004,1245.5,2,0,39,5,0
50249,2004,1080.5601,2,0,39,5,0
50250,2004,1138,2,0,39,5,0
50251,2004,1224.16,2,1,39,5,2007
50252,2004,1112.6296,2,0,39,5,0
50253,2004,1059.0834,2,1,39,5,2012
50254,2004,1116.1428,2,1,39,5,2004
50255,2004,1164.5186,2,1,40,5,2005
50256,2004,1150.4063,2,1,40,5,2008
50257,2004,1194.2693,2,1,40,5,2004
50258,2004,1201.6428,2,0,40,5,0
50259,2004,1186.9032,2,0,40,5,0
50260,2004,1207.28,2,1,40,5,2004
50261,2004,1177.92,2,1,40,5,2006
50262,2004,1148.5652,2,1,41,5,2011
50263,2004,1023.5909,2,0,41,5,0
50264,2004,1101.4138,2,1,41,5,2008
50265,2004,1171.96,2,1,41,5,2009
50266,2004,1210.2188,2,1,41,5,2009
50267,2004,1234.0476,2,1,42,5,2012
50268,2004,998.13043,2,0,42,5,0
50269,2004,1185.6563,2,1,42,5,2007
50270,2004,1182.5714,2,1,42,5,2005
50271,2004,1216.381,2,1,42,5,2006
50272,2004,1263.2813,2,1,43,5,2012
50273,2004,1077.48,2,0,43,5,0
50274,2004,1061.8889,2,0,43,5,0
50275,2004,1215.0952,2,0,43,5,0
50276,2004,1032.7693,2,1,43,5,2010
50277,2004,1195.8077,2,0,43,5,0
50278,2004,1174,2,0,44,5,0
50279,2004,1302.9063,2,1,44,5,2006
50280,2004,1192.5416,2,0,44,5,0
50281,2004,1032.4762,2,1,44,5,2010
50282,2004,1134.9091,2,0,44,5,0
50283,2004,1095,2,1,44,5,2011
50284,2004,1099.4783,2,1,44,5,2010
30001,2005,1144.7778,2,1,1,3,2008
30002,2005,1135.5714,4,1,2,3,2004
30003,2005,1099.6296,2,0,3,3,0
30004,2005,993.125,2,0,4,3,0
30005,2005,1123.871,2,0,5,3,0
30006,2005,1150,2,0,6,3,0
30007,2005,1013.2593,2,1,7,3,2012
30008,2005,1069.0909,2,1,8,3,2010
30009,2005,1160.04,2,1,9,3,2010
30010,2005,1050.9656,2,0,10,3,0
30011,2005,1168.5625,2,1,11,3,2005
30012,2005,1128.3846,2,0,12,3,0
30013,2005,1056.6923,2,1,13,3,2005
30014,2005,1069.6957,2,1,14,3,2007
30015,2005,1149.2609,2,1,15,3,2011
30016,2005,1185.0358,2,1,16,3,2011
30017,2005,1053.8387,2,0,17,3,0
30018,2005,1128.6875,2,1,18,3,2012
30019,2005,1142.12,2,0,19,3,0
30020,2005,1190.16,2,1,20,3,2006
30021,2005,919.04169,2,0,21,3,0
30022,2005,1237.7727,2,1,22,3,2007
30023,2005,1041.0909,4,1,23,3,2004
30024,2005,1157.9667,2,1,24,3,2008
30025,2005,1092.2593,2,0,25,3,0
30026,2005,1122.8621,4,1,26,3,2004
30027,2005,1051.5714,2,1,27,3,2012
30028,2005,1057.7727,2,0,28,3,0
30029,2005,1169.8125,2,1,29,3,2009
30030,2005,1082.3928,2,1,30,3,2006
30031,2005,1131.8438,2,0,31,3,0
30032,2005,1129.9131,2,1,32,3,2007
30033,2005,1182.8214,2,1,33,3,2006
30034,2005,1055.7142,2,0,34,3,0
30035,2005,1001.6875,2,1,35,3,2005
30036,2005,1002.963,2,1,36,3,2008
30037,2005,1086,2,0,37,3,0
30038,2005,1072.5652,2,1,38,3,2007
30039,2005,1016.4839,2,0,39,3,0
30040,2005,1171.8695,2,1,40,3,2008
30041,2005,1317.3334,2,1,41,3,2008
30042,2005,1119.3,2,1,42,3,2010
30043,2005,1180.875,2,1,43,3,2007
30044,2005,1087.75,2,1,44,3,2008
30045,2005,1178.3125,2,1,1,3,2007
30046,2005,1123.25,2,0,1,3,0
30047,2005,1187.6774,2,0,1,3,0
30048,2005,1117.8695,2,1,1,3,2005
30049,2005,1098.2273,4,1,1,3,2004
30050,2005,1210.125,2,1,2,3,2007
30051,2005,1148.381,2,1,2,3,2006
30052,2005,1132.76,2,1,2,3,2012
30053,2005,1147.0909,2,1,2,3,2010
30054,2005,1083.6786,2,0,2,3,0
30055,2005,1092.6072,2,0,3,3,0
30056,2005,1140.8387,2,0,3,3,0
30057,2005,1180.7307,2,0,3,3,0
30058,2005,1003.8077,2,0,3,3,0
30059,2005,1066.0869,2,0,3,3,0
30060,2005,1110.875,2,0,4,3,0
30061,2005,1168.9091,2,1,4,3,2005
30062,2005,1128.1666,2,1,4,3,2007
30063,2005,1204.6154,4,1,4,3,2004
30064,2005,1237.84,2,1,4,3,2005
30065,2005,1146.5238,2,0,4,3,0
30066,2005,1012.0345,2,0,5,3,0
30067,2005,1055.6129,2,0,5,3,0
30068,2005,1116.3199,2,1,5,3,2006
30069,2005,1080.6552,2,1,5,3,2010
30070,2005,1112.5,2,0,6,3,0
30071,2005,1250,2,1,6,3,2007
30072,2005,1108.5834,2,0,6,3,0
30073,2005,1087.9166,2,1,6,3,2005
30074,2005,1128.129,2,0,6,3,0
30075,2005,1214.7273,2,1,6,3,2008
30076,2005,1181.3871,2,1,6,3,2006
30077,2005,1069.9063,2,0,7,3,0
30078,2005,1061.8148,2,1,7,3,2005
30079,2005,1057.4546,2,0,7,3,0
30080,2005,1134.2307,2,1,7,3,2007
30081,2005,1235.75,4,1,7,3,2004
30082,2005,1151.875,2,1,7,3,2011
30083,2005,1214.4814,2,1,8,3,2010
30084,2005,1158.1379,2,0,8,3,0
30085,2005,1127.375,2,0,8,3,0
30086,2005,1194.2413,2,1,8,3,2009
30087,2005,1127.4445,2,0,8,3,0
30088,2005,1246.8572,2,0,8,3,0
30089,2005,1104.1154,2,1,8,3,2006
30090,2005,1193.6957,2,1,9,3,2010
30091,2005,1166.1379,2,1,9,3,2012
30092,2005,1255.7142,2,1,9,3,2012
30093,2005,1311.8182,2,1,9,3,2011
30094,2005,1112.1786,2,0,9,3,0
30095,2005,1144.5454,2,1,9,3,2011
30096,2005,1199.0435,2,0,9,3,0
30097,2005,1036.871,2,0,10,3,0
30098,2005,1134.5938,2,0,10,3,0
30099,2005,1158.125,2,0,10,3,0
30100,2005,1059.3846,2,0,10,3,0
30101,2005,1059.3334,2,0,10,3,0
30102,2005,1240.0416,2,0,11,3,0
30103,2005,1065.7419,2,1,11,3,2009
30104,2005,1112.1923,2,1,11,3,2007
30105,2005,1197.0435,2,0,11,3,0
30106,2005,1228,2,1,11,3,2009
30107,2005,1133.8148,2,0,11,3,0
30108,2005,1092,2,0,11,3,0
30109,2005,1155.25,2,1,12,3,2007
30110,2005,1098.238,2,1,12,3,2005
30111,2005,1102.7307,2,0,12,3,0
30112,2005,1108.3549,2,0,12,3,0
30113,2005,1114.4667,2,1,13,3,2009
30114,2005,1099.238,2,0,13,3,0
30115,2005,1222.7391,2,0,13,3,0
30116,2005,1164.871,2,0,13,3,0
30117,2005,1122.3334,2,0,13,3,0
30118,2005,1112.8064,2,0,13,3,0
30119,2005,1151.88,2,1,14,3,2011
30120,2005,1168.037,2,0,14,3,0
30121,2005,1227.238,2,0,14,3,0
30122,2005,1220.2858,2,1,14,3,2009
30123,2005,1086.3077,2,0,14,3,0
30124,2005,1060.9524,2,0,14,3,0
30125,2005,1091.3636,2,0,15,3,0
30126,2005,1111.5217,2,0,15,3,0
30127,2005,1081.1818,2,0,15,3,0
30128,2005,1015.8333,2,1,15,3,2008
30129,2005,1102.7826,2,1,15,3,2009
30130,2005,1165.9048,2,0,15,3,0
30131,2005,1048.1875,2,0,16,3,0
30132,2005,945.20001,2,0,16,3,0
30133,2005,1226.3448,2,1,16,3,2006
30134,2005,1092.3636,2,0,16,3,0
30135,2005,1159.8096,2,1,16,3,2011
30136,2005,1083.1482,2,0,17,3,0
30137,2005,1192.3914,2,1,17,3,2005
30138,2005,1199.9546,2,1,17,3,2005
30139,2005,1212.6072,2,1,17,3,2007
30140,2005,1119.1154,2,1,17,3,2009
30141,2005,1109.96,2,0,17,3,0
30142,2005,1144.9032,2,0,18,3,0
30143,2005,1079.2813,2,1,18,3,2011
30144,2005,1016.3666,2,0,18,3,0
30145,2005,1117.7826,2,1,18,3,2011
30146,2005,1074.0968,2,0,19,3,0
30147,2005,1202.0313,2,1,19,3,2012
30148,2005,957.18518,2,0,19,3,0
30149,2005,1171.6801,2,0,19,3,0
30150,2005,1071.2188,2,0,20,3,0
30151,2005,1209.7142,2,1,20,3,2006
30152,2005,1129,2,1,20,3,2007
30153,2005,1055.5,2,0,20,3,0
30154,2005,1250.9584,4,1,20,3,2004
30155,2005,1136.2174,2,1,20,3,2008
30156,2005,1102.7587,2,1,21,3,2011
30157,2005,1037.6364,2,1,21,3,2012
30158,2005,1117.5186,2,1,21,3,2010
30159,2005,1113.24,2,1,21,3,2005
30160,2005,1144.8966,2,1,22,3,2010
30161,2005,1126.1482,2,0,22,3,0
30162,2005,1076.9584,2,1,22,3,2012
30163,2005,1147.3438,2,0,22,3,0
30164,2005,1165.5938,2,0,22,3,0
30165,2005,1040.1852,2,1,23,3,2005
30166,2005,1119.5,2,0,23,3,0
30167,2005,1007.0357,2,1,23,3,2012
30168,2005,1063.8846,2,0,23,3,0
30169,2005,1116.7307,2,0,24,3,0
30170,2005,1094.5186,2,1,24,3,2006
30171,2005,1018.3104,2,0,24,3,0
30172,2005,1136.8572,2,0,24,3,0
30173,2005,1092.8096,2,1,24,3,2006
30174,2005,1187.6897,2,1,24,3,2007
30175,2005,1135.3928,2,0,24,3,0
30176,2005,1227.5518,4,1,25,3,2004
30177,2005,1101.9032,2,0,25,3,0
30178,2005,1174.5652,2,0,25,3,0
30179,2005,1086.875,2,0,25,3,0
30180,2005,1144.4517,2,1,25,3,2005
30181,2005,1151.3871,2,0,25,3,0
30182,2005,1042,2,0,25,3,0
30183,2005,1098.2858,2,1,26,3,2007
30184,2005,1026,2,0,26,3,0
30185,2005,1102.2667,4,1,26,3,2004
30186,2005,1095.2916,2,1,26,3,2006
30187,2005,1093.75,2,0,26,3,0
30188,2005,1055.0741,2,1,26,3,2012
30189,2005,1080.8,2,0,27,3,0
30190,2005,1012.7391,2,0,27,3,0
30191,2005,1093.4375,2,1,27,3,2010
30192,2005,1113.48,2,1,27,3,2010
30193,2005,1159.931,2,1,27,3,2012
30194,2005,1135.2273,2,0,28,3,0
30195,2005,1155.5625,2,0,28,3,0
30196,2005,1162,4,1,28,3,2004
30197,2005,1121.9354,2,0,28,3,0
30198,2005,1165.8096,2,0,28,3,0
30199,2005,1123.2307,2,1,28,3,2008
30200,2005,964.41937,2,0,29,3,0
30201,2005,1095.7778,2,0,29,3,0
30202,2005,1169.5238,2,0,29,3,0
30203,2005,1203.5601,4,1,29,3,2004
30204,2005,1131.5555,4,1,30,3,2004
30205,2005,1097.6666,2,1,30,3,2008
30206,2005,1070.4517,2,1,30,3,2009
30207,2005,968.11108,2,0,30,3,0
30208,2005,1115.2,2,1,31,3,2006
30209,2005,1128.8334,2,1,31,3,2009
30210,2005,1126.0454,2,0,31,3,0
30211,2005,1116.762,2,0,31,3,0
30212,2005,1126.5186,2,0,31,3,0
30213,2005,1067.5,2,0,32,3,0
